,name,developer,platform,genre,total_sales,na_sales,eu_sales,japan_sales,other_sales,release_year
98, Lego Marvel Super Heroes    Read the review ,Traveller's Tales  ,PS4,Action,1.91,0.59,1.00,0.01,0.30,2013
99, Tomb Raider (2013)     ,Crystal Dynamics  ,X360,Action,1.90,0.86,0.87,0.01,0.16,2013
100, inFAMOUS 2    Read the review ,Sucker Punch Productions  ,PS3,Action,1.87,1.05,0.48,0.08,0.26,2011
101, Star Wars: The Force Unleashed    Read the review ,Krome Studios  ,Wii,Action,1.86,1.11,0.56,0.00,0.19,2008
102, The Evil Within    Read the review ,Tango Gameworks  ,PS4,Action,1.86,0.56,0.90,0.11,0.28,2014
103, Phineas and Ferb     ,Disney Interactive Studios  ,DS,Action,1.85,1.33,0.37,0.01,0.15,2009
104, LEGO Star Wars III: The Clone Wars     ,Traveller's Tales  ,Wii,Action,1.79,1.01,0.62,0.01,0.15,2011
105, SpongeBob SquarePants: SuperSponge     ,Climax Group  ,PS,Action,1.78,1.12,0.58,0.01,0.08,2001
106, The Getaway: Black Monday     ,Team Soho  ,PS2,Action,1.78,0.39,1.01,0.02,0.36,2005
107, Far Cry 5     ,Ubisoft Montreal  ,XOne,Action,1.78,1.14,0.47,0.01,0.17,2018
108, 50 Cent: Bulletproof     ,Genuine  ,PS2,Action,1.77,0.85,0.76,0.01,0.16,2005
109, State of Emergency     ,VIS Entertainment  ,PS2,Action,1.76,0.86,0.67,0.01,0.22,2002
110, 2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures     ,Helixe / Altron  ,GBA,Action,1.76,1.26,0.47,0.01,0.03,2007
111, Just Cause 2    Read the review ,Avalanche Studios  ,PS3,Action,1.75,0.45,0.92,0.06,0.32,2010
112, For Honor     ,Ubisoft Montreal  ,PS4,Action,1.75,0.73,0.66,0.07,0.28,2017
113, Twisted Metal III      ,989 Studios  ,PS,Action,1.73,1.48,0.20,0.01,0.05,1998
114, Harry Potter and the Sorcerer's Stone     ,Griptonite Games  ,GB,Action,1.73,0.94,0.62,0.10,0.07,2001
115, Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City     ,Rockstar North  ,PS2,Action,1.72,0.85,0.66,0.01,0.22,2003
116, Hitman: Absolution    Read the review ,IO Interactive  ,X360,Action,1.70,0.68,0.88,0.01,0.13,2012
117, Ben 10: Protector of Earth     ,1st Playable Productions  ,DS,Action,1.70,0.68,0.82,0.01,0.19,2007
118, Saints Row IV    Read the review ,Volition Inc.  ,X360,Action,1.69,1.01,0.51,0.01,0.15,2013
119, Harry Potter and the Sorcerer's Stone     ,Griptonite Games  ,GBA,Action,1.69,0.87,0.66,0.08,0.08,2001
120, Saints Row 2     ,Volition Inc.  ,PS3,Action,1.68,0.88,0.54,0.02,0.24,2008
121, Star Wars The Clone Wars: Lightsaber Duels     ,Krome Studios  ,Wii,Action,1.65,1.21,0.30,0.01,0.14,2008
122, Uncharted: Golden Abyss    Read the review ,SCEA Bend Studio / Naughty Dog  ,PSV,Action,1.62,0.53,0.71,0.13,0.25,2012
123, Just Cause 2    Read the review ,Avalanche Studios  ,X360,Action,1.60,0.59,0.83,0.02,0.17,2010
124, Devil May Cry 4     ,Capcom  ,PS3,Action,1.58,0.58,0.45,0.34,0.20,2008
125, Batman: Arkham Knight     ,Rocksteady Studios  ,XOne,Action,1.58,0.97,0.46,0.01,0.14,2015
126, LEGO Pirates of the Caribbean: The Video Game     ,Traveller's Tales  ,Wii,Action,1.57,0.73,0.69,0.01,0.15,2011
127, Hannah Montana: Music Jam     ,Fall Line Studio  ,DS,Action,1.56,1.05,0.36,0.01,0.15,2007
128, Twisted Metal     ,SingleTrac  ,PS,Action,1.56,1.32,0.19,0.01,0.05,1995
129, Mafia II     ,Illusion Softworks  ,X360,Action,1.56,0.85,0.55,0.01,0.15,2010
130, Spider-Man 2: Enter: Electro     ,Vicarious Visions  ,PS,Action,1.55,0.57,0.87,0.02,0.09,2001
131, Pac-Man World 2     ,Namco  ,PS2,Action,1.51,1.26,0.05,0.01,0.21,2002
132, Star Wars: The Force Unleashed II    Read the review ,LucasArts  ,PS3,Action,1.51,0.80,0.50,0.01,0.21,2010
133, Metal Gear Rising: Revengeance    Read the review ,PlatinumGames  ,PS3,Action,1.50,0.47,0.41,0.44,0.18,2013
134, Pac-Man World     ,Namco  ,PS,Action,1.50,1.21,0.14,0.10,0.04,1999
135, Mafia II     ,Illusion Softworks  ,PS3,Action,1.49,0.50,0.70,0.04,0.25,2010
136, Dead Rising 2    Read the review ,Blue Castle Games  ,X360,Action,1.49,0.75,0.53,0.09,0.13,2010
137, LEGO Star Wars III: The Clone Wars     ,Traveller's Tales  ,X360,Action,1.48,0.84,0.51,0.01,0.13,2011
138, Tom Clancy's Splinter Cell: Pandora Tomorrow     ,Ubisoft Shanghai  ,XB,Action,1.48,0.82,0.59,0.01,0.07,2004
139, Dying Light     ,Techland  ,XOne,Action,1.47,1.01,0.31,0.01,0.14,2016
140, The SpongeBob SquarePants Movie     ,WayForward  ,GBA,Action,1.46,1.02,0.38,0.01,0.06,2004
141, Assassin's Creed Syndicate     ,Ubisoft Quebec  ,XOne,Action,1.44,0.71,0.61,0.01,0.12,2015
142, Star Wars: The Force Unleashed II     ,LucasArts  ,X360,Action,1.44,0.95,0.37,0.01,0.12,2010
143, Frogger 2: Swampy's Revenge     ,Blitz Games  ,PS,Action,1.43,0.80,0.54,0.01,0.09,2000
144, Middle-Earth: Shadow of Mordor     ,Monolith Productions  ,XOne,Action,1.42,0.77,0.52,0.01,0.12,2014
145, Yu-Gi-Oh! The Duelists of the Roses     ,Konami  ,PS2,Action,1.41,1.07,0.35,0.01,0.01,2003
146, LEGO Star Wars: The Video Game     ,Traveller's Tales  ,GC,Action,1.41,1.09,0.28,0.01,0.04,2005
147, LEGO Star Wars II: The Original Trilogy     ,Traveller's Tales  ,PSP,Action,1.41,0.58,0.51,0.01,0.32,2006
148, The Lion King     ,Westwood Studios  ,GEN,Action,1.41,0.97,0.37,0.03,0.05,1994
149, Spider-Man: The Movie     ,Treyarch  ,XB,Action,1.40,1.07,0.28,0.01,0.05,2002
150, Toy Story 3: The Video Game     ,Avalanche Software  ,Wii,Action,1.39,0.63,0.62,0.01,0.14,2010
151, Teenage Mutant Ninja Turtles III: The Manhattan Project     ,Konami  ,NES,Action,1.39,1.05,0.17,0.15,0.02,1992
152, Hannah Montana: Spotlight World Tour     ,Avalanche Software  ,Wii,Action,1.39,0.87,0.38,0.01,0.13,2007
153, Bakugan: Battle Brawlers     ,MTO  ,DS,Action,1.38,1.26,0.02,0.01,0.10,2009
154, True Crime: Streets of LA     ,Luxoflux  ,XB,Action,1.38,0.96,0.37,0.01,0.05,2003
155, Dead Rising 2     ,Blue Castle Games  ,PS3,Action,1.37,0.43,0.57,0.15,0.22,2010
156, Metroid: Other M    Read the review ,Nintendo SPD Production Group 1/Team Ninja  ,Wii,Action,1.36,0.85,0.28,0.13,0.10,2010
157, Watch Dogs 2     ,Ubisoft  ,XOne,Action,1.35,0.71,0.53,0.01,0.12,2016
158, Devil May Cry 4     ,Capcom  ,X360,Action,1.34,0.79,0.34,0.08,0.13,2008
159, Saints Row IV     ,Volition Inc.  ,PS3,Action,1.33,0.58,0.45,0.09,0.21,2013
160, Alan Wake    Read the review ,Remedy Entertainment  ,X360,Action,1.33,0.66,0.50,0.05,0.12,2010
161, Fighting Force     ,Core Design Ltd.  ,PS,Action,1.32,0.73,0.50,0.01,0.09,1997
162, [Prototype]     ,Radical Entertainment  ,X360,Action,1.31,0.84,0.35,0.01,0.12,2009
163, Assassin's Creed: Rogue     ,Ubisoft Sofia  ,PS3,Action,1.30,0.46,0.57,0.07,0.20,2014
164, Army Men 3D     ,3DO  ,PS,Action,1.28,1.10,0.14,0.01,0.04,1999
165, Manhunt     ,Rockstar North  ,PS2,Action,1.28,0.63,0.49,0.01,0.16,2003
166, Jet Li: Rise to Honor     ,Sony Computer Entertainment America  ,PS2,Action,1.27,0.62,0.48,0.01,0.16,2004
167, LEGO Harry Potter: Years 5-7     ,Traveller's Tales  ,Wii,Action,1.26,0.70,0.44,0.01,0.12,2011
168, Assassin's Creed: Bloodlines    Read the review ,Griptonite Studio  ,PSP,Action,1.26,0.43,0.50,0.05,0.28,2009
169, Star Wars: The Force Unleashed     ,Krome Studios  ,PS2,Action,1.25,0.49,0.00,0.01,0.75,2008
170, Combat     ,Atari  ,2600,Action,1.25,1.17,0.07,0.01,0.01,1977
171, Lara Croft Tomb Raider: The Angel of Darkness     ,Core Design Ltd.  ,PS2,Action,1.25,0.61,0.48,0.01,0.16,2003
172, Tom Clancy's Splinter Cell: Pandora Tomorrow     ,Ubisoft Shanghai  ,PS2,Action,1.25,0.52,0.56,0.01,0.17,2004
173, [Prototype]     ,Radical Entertainment  ,PS3,Action,1.24,0.65,0.41,0.01,0.18,2009
174, Star Wars Episode III: Revenge of the Sith     ,The Collective  ,XB,Action,1.24,0.82,0.38,0.01,0.04,2005
175, Transformers: Autobots / Decepticons     ,Vicarious Visions  ,DS,Action,1.24,1.12,0.03,0.01,0.09,2007
176, Ben 10: Protector of Earth     ,High Voltage Software  ,Wii,Action,1.23,0.54,0.55,0.01,0.13,2007
177, Bayonetta    Read the review ,PlatinumGames  ,PS3,Action,1.21,0.44,0.40,0.21,0.16,2010
178, Star Wars Episode 1: Jedi Power Battles     ,LucasArts  ,PS,Action,1.21,0.66,0.48,0.01,0.06,2000
179, The Lord of the Rings: The Fellowship of the Ring     ,Surreal Software  ,PS2,Action,1.20,0.59,0.46,0.01,0.15,2002
180, Mad Max (2013)     ,Avalanche Studios  ,PS4,Action,1.20,0.38,0.59,0.05,0.19,2015
181, Enter the Matrix     ,Shiny Entertainment  ,XB,Action,1.20,0.72,0.43,0.01,0.04,2003
182, SpongeBob SquarePants: Revenge of the Flying Dutchman     ,Vicarious Visions  ,GBA,Action,1.19,0.92,0.23,0.01,0.04,2002
183, Metal Gear Solid: Portable Ops     ,Kojima Productions  ,PSP,Action,1.19,0.38,0.35,0.38,0.09,2006
184, Hitman 2: Silent Assassin     ,IO Interactive  ,XB,Action,1.19,0.76,0.38,0.01,0.05,2002
185, Spider-Man: The Movie     ,Treyarch  ,GC,Action,1.19,0.86,0.27,0.01,0.04,2002
186, LEGO Dimensions     ,Traveller's Tales  ,PS4,Action,1.18,0.48,0.50,0.01,0.20,2015
187, LEGO Star Wars III: The Clone Wars    Read the review ,Traveller's Tales  ,PS3,Action,1.18,0.52,0.47,0.01,0.19,2011
188, LEGO Jurassic World     ,Traveller's Tales  ,PS4,Action,1.18,0.41,0.56,0.02,0.19,2015
189, Red Dead Redemption: Undead Nightmare     ,Rockstar San Diego  ,PS3,Action,1.18,0.47,0.45,0.06,0.19,2010
190, Mission: Impossible     ,Infogrames  ,N64,Action,1.17,0.74,0.38,0.02,0.03,1998
191, Sunset Overdrive    Read the review ,Insomniac Games  ,XOne,Action,1.16,0.64,0.42,0.00,0.10,2014
192, LEGO Star Wars: The Video Game     ,Traveller's Tales  ,XB,Action,1.16,0.83,0.28,0.01,0.05,2005
193, Gauntlet: Dark Legacy     ,Midway Games West  ,PS2,Action,1.15,0.56,0.44,0.01,0.15,2001
194, Kaboom!     ,Activision  ,2600,Action,1.15,1.07,0.07,0.01,0.01,1981
195, Doraemon     ,Hudson Soft  ,NES,Action,1.15,0.01,0.01,1.15,0.00,1986
196, Middle-Earth: Shadow of War    Read the review ,Monolith Productions  ,XOne,Action,1.15,0.75,0.29,0.01,0.11,2017
197, Lego Marvel Super Heroes     ,Traveller's Tales  ,XOne,Action,1.15,0.61,0.44,0.01,0.10,2013
198, LEGO Star Wars III: The Clone Wars     ,Traveller's Tales  ,3DS,Action,1.14,0.61,0.44,0.01,0.09,2011
199, Action Bass     ,Unknown  ,PS,Action,1.14,0.64,0.43,0.01,0.07,2000
200, Tenchu: Wrath of Heaven     ,K2 LLC  ,PS2,Action,1.14,0.44,0.34,0.25,0.11,2003
201, The Lord of the Rings: The Return of the King     ,"Hypnos Entertainment, Inc.  ",XB,Action,1.14,0.71,0.38,0.01,0.05,2003
202, LEGO Star Wars: The Video Game     ,Amaze Entertainment  ,GBA,Action,1.14,0.82,0.30,0.01,0.02,2005
203, Spider-Man 2     ,Treyarch  ,XB,Action,1.12,0.82,0.26,0.01,0.04,2004
204, Transformers: The Game     ,Traveller's Tales  ,PS2,Action,1.11,0.63,0.37,0.00,0.11,2007
205, LEGO Marvel Super Heroes 2     ,Traveller's Tales  ,PS4,Action,1.11,0.33,0.60,0.00,0.18,2017
206, Castlevania: Lords of Shadow     ,Mercury Steam  ,PS3,Action,1.11,0.50,0.37,0.10,0.15,2010
207, Tom Clancy's Splinter Cell: Chaos Theory     ,Ubisoft Montreal  ,XB,Action,1.11,0.68,0.38,0.01,0.05,2005
208, Red Dead Redemption: Undead Nightmare     ,Rockstar San Diego  ,X360,Action,1.11,0.61,0.38,0.02,0.10,2010
209, Metal Gear Solid HD Collection    Read the review ,Bluepoint Games  ,PS3,Action,1.11,0.52,0.44,0.01,0.14,2011
210, LEGO Star Wars III: The Clone Wars     ,Traveller's Tales  ,DS,Action,1.10,0.62,0.38,0.01,0.10,2011
211, Toy Story 3: The Video Game     ,Avalanche Software  ,PS3,Action,1.09,0.51,0.41,0.01,0.17,2010
212, Bully: Scholarship Edition     ,Rockstar Vancouver/Mad Doc Software  ,X360,Action,1.09,0.53,0.42,0.03,0.11,2008
213, Star Wars: The Force Unleashed     ,Krome Studios  ,PSP,Action,1.09,0.43,0.41,0.01,0.24,2008
214, The Godfather     ,Headgate  ,PS2,Action,1.09,0.89,0.03,0.01,0.15,2006
215, Dante's Inferno    Read the review ,Visceral Games  ,PS3,Action,1.08,0.64,0.28,0.04,0.12,2010
216, Disney's Lilo & Stitch     ,Digital Eclipse  ,GBA,Action,1.08,0.77,0.29,0.01,0.02,2002
217, LEGO Star Wars II: The Original Trilogy     ,Amaze Entertainment  ,DS,Action,1.07,0.96,0.03,0.01,0.08,2006
218, Hulk     ,Radical Entertainment  ,PS2,Action,1.06,0.52,0.41,0.01,0.14,2003
219, Darksiders    Read the review ,Vigil Games  ,X360,Action,1.06,0.67,0.28,0.01,0.10,2010
220, Lego Marvel Super Heroes: Universe in Peril     ,TT Fusion  ,3DS,Action,1.05,0.42,0.50,0.04,0.08,2013
221, The Evil Within 2     ,Tango Gameworks  ,PS4,Action,1.05,0.31,0.49,0.09,0.15,2017
222, Disney Universe     ,Disney Interactive Studios  ,Wii,Action,1.05,0.66,0.28,0.01,0.10,2011
223, LEGO Pirates of the Caribbean: The Video Game     ,Traveller's Tales  ,X360,Action,1.04,0.54,0.40,0.01,0.10,2011
224, Guinness World Records: The Videogame     ,Traveller's Tales  ,Wii,Action,1.03,0.46,0.47,0.01,0.11,2008
225, Tomb Raider     ,Core Design Ltd.  ,PC,Action,1.03,0.96,0.07,0.01,0.01,1996
226, LEGO Jurassic World     ,Traveller's Tales  ,PS3,Action,1.02,0.36,0.49,0.01,0.17,2015
227, The Lost World: Jurassic Park     ,DreamWorks Interactive  ,PS,Action,1.02,0.57,0.39,0.01,0.07,1997
228, Assassin's Creed: Rogue     ,Ubisoft Sofia  ,X360,Action,1.02,0.59,0.34,0.01,0.09,2014
229, LEGO Marvel's Avengers     ,Traveller's Tales  ,PS4,Action,1.01,0.31,0.53,0.01,0.16,2016
230, LEGO Jurassic World     ,Traveller's Tales  ,X360,Action,1.01,0.51,0.41,0.01,0.09,2015
231, LEGO Harry Potter: Years 5-7     ,Traveller's Tales  ,X360,Action,1.01,0.51,0.41,0.01,0.09,2011
232, Dynasty Warriors 3: Xtreme Legends     ,Omega Force  ,PS2,Action,1.00,0.13,0.10,0.74,0.03,2003
233, The Bouncer     ,SquareSoft  ,PS2,Action,0.99,0.30,0.23,0.38,0.08,2001
234, Disney Tangled    Read the review ,Disney Interactive Studios  ,DS,Action,0.98,0.53,0.37,0.01,0.09,2010
235, Brutal Legend    Read the review ,Double Fine Productions  ,X360,Action,0.97,0.62,0.26,0.01,0.09,2009
236, Grand Theft Auto: Vice City Stories     ,Rockstar Leeds  ,PS2,Action,0.97,0.78,0.03,0.03,0.13,2007
237, Skylanders: Spyro's Adventure     ,Toys for Bob  ,X360,Action,0.97,0.53,0.34,0.01,0.10,2011
238, Grand Theft Auto: San Andreas     ,Rockstar North  ,PC,Action,0.97,0.00,0.93,0.01,0.04,2005
239, LEGO Star Wars II: The Original Trilogy     ,Traveller's Tales  ,GC,Action,0.97,0.75,0.19,0.01,0.03,2006
240, LEGO Pirates of the Caribbean: The Video Game    Read the review ,Traveller's Tales  ,PS3,Action,0.96,0.36,0.44,0.01,0.16,2011
241, Shinobi     ,Overworks  ,PS2,Action,0.96,0.36,0.28,0.22,0.09,2002
242, LEGO Harry Potter: Years 5-7     ,Traveller's Tales  ,PS3,Action,0.95,0.36,0.45,0.01,0.15,2011
243, Ben 10: Alien Force     ,1st Playable Productions / OneNine Studios  ,DS,Action,0.95,0.65,0.22,0.01,0.09,2008
244, Lego Batman 3: Beyond Gotham     ,Traveller's Tales  ,PS4,Action,0.94,0.37,0.42,0.01,0.16,2014
245, Skylanders: Spyro's Adventure    Read the review ,Toys for Bob  ,PS3,Action,0.94,0.39,0.40,0.01,0.15,2011
246, Brutal Legend    Read the review ,Double Fine Productions  ,PS3,Action,0.94,0.54,0.27,0.01,0.13,2009
247, Castlevania: Lament of Innocence     ,Konami Computer Entertainment Tokyo  ,PS2,Action,0.94,0.46,0.36,0.01,0.12,2003
248, Lego Batman 3: Beyond Gotham     ,Traveller's Tales  ,X360,Action,0.94,0.48,0.37,0.01,0.08,2014
249, Spider-Man     ,Parker Bros.  ,2600,Action,0.93,0.87,0.05,0.01,0.01,1982
250, Bayonetta    Read the review ,PlatinumGames  ,X360,Action,0.93,0.51,0.25,0.09,0.08,2010
251, Teenage Mutant Ninja Turtles     ,Konami  ,GBA,Action,0.93,0.67,0.25,0.01,0.02,2003
252, Monster Hunter: World    Read the review ,Capcom  ,XOne,Action,0.93,0.67,0.17,0.01,0.09,2018
253, Teenage Mutant Ninja Turtles     ,Konami  ,PS2,Action,0.92,0.45,0.35,0.01,0.12,2003
254, Dante's Inferno    Read the review ,Visceral Games  ,X360,Action,0.92,0.63,0.20,0.02,0.08,2010
255, SpongeBob SquarePants: The Yellow Avenger     ,Tantalus Interactive  ,PSP,Action,0.92,0.55,0.21,0.01,0.16,2006
256, Dynasty Warriors 7     ,Omega Force  ,PS3,Action,0.91,0.25,0.14,0.46,0.06,2011
257, LEGO Pirates of the Caribbean: The Video Game     ,Traveller's Tales  ,DS,Action,0.91,0.34,0.47,0.01,0.10,2011
258, James Cameron's Avatar: The Game     ,Ubisoft Montreal  ,PS3,Action,0.90,0.32,0.43,0.01,0.15,2009
259, 3Xtreme     ,Unknown  ,PS,Action,0.90,0.50,0.34,0.01,0.06,1999
260, God of War Saga     ,SCEA Santa Monica Studio  ,PS3,Action,0.89,0.74,0.01,0.01,0.15,2012
261, God of War III Remastered      ,SCEA Santa Monica Studio  ,PS4,Action,0.89,0.40,0.33,0.02,0.15,2015
262, Finding Nemo     ,Traveller's Tales  ,GC,Action,0.89,0.69,0.18,0.01,0.02,2003
263, Resident Evil: Revelations    Read the review ,Capcom  ,3DS,Action,0.89,0.30,0.23,0.30,0.05,2012
264, The Tomb Raider Trilogy     ,Crystal Dynamics  ,PS3,Action,0.89,0.27,0.48,0.01,0.14,2011
265, Fortnite     ,Epic Games  ,PS4,Action,0.89,0.42,0.32,0.01,0.15,2017
266, Star Wars: The Force Unleashed     ,n-Space  ,DS,Action,0.88,0.50,0.29,0.00,0.09,2008
267, NBA 2K6     ,Unknown  ,PS2,Action,0.88,0.43,0.34,0.01,0.11,2005
268, LEGO Harry Potter Collection     ,Traveller's Tales  ,PS4,Action,0.88,0.07,0.68,0.01,0.13,2016
269, LEGO Dimensions     ,Traveller's Tales  ,X360,Action,0.87,0.49,0.31,0.01,0.08,2015
270, Grand Theft Auto IV     ,Rockstar Toronto  ,PC,Action,0.87,0.01,0.80,0.01,0.06,2008
271, Warriors Orochi     ,Omega Force  ,PS2,Action,0.87,0.11,0.09,0.64,0.03,2007
272, Ghostbusters: The Video Game    Read the review ,Red Fly Studio  ,Wii,Action,0.87,0.59,0.21,0.01,0.07,2009
273, For Honor     ,Ubisoft Montreal  ,XOne,Action,0.87,0.57,0.21,0.01,0.08,2017
274, Dishonored 2     ,Arkane Studios  ,XOne,Action,0.86,0.47,0.31,0.01,0.08,2016
275, Dynasty Warriors 4: Xtreme Legends     ,Omega Force  ,PS2,Action,0.86,0.17,0.13,0.51,0.04,2003
276, Tomb Raider: Anniversary     ,Crystal Dynamics  ,Wii,Action,0.85,0.12,0.63,0.01,0.11,2007
277, Army Men: Air Attack     ,3DO  ,PS,Action,0.85,0.47,0.32,0.01,0.06,1999
278, Thief    Read the review ,Eidos Montreal  ,PS4,Action,0.85,0.28,0.41,0.03,0.13,2014
279, Ninja Gaiden Sigma 2    Read the review ,Team Ninja  ,PS3,Action,0.85,0.52,0.16,0.08,0.10,2009
280, Disney Infinity 3.0     ,Avalanche Software  ,PS4,Action,0.85,0.31,0.40,0.01,0.14,2015
281, Rampage World Tour     ,Game Refuge  ,PS,Action,0.85,0.47,0.32,0.01,0.06,1997
282, LEGO Jurassic World     ,TT Fusion  ,3DS,Action,0.85,0.35,0.39,0.04,0.07,2015
283, Ghostbusters: The Video Game    Read the review ,Terminal Reality  ,PS3,Action,0.84,0.34,0.36,0.01,0.14,2009
284, Spider-Man 2     ,Treyarch  ,GC,Action,0.84,0.65,0.17,0.01,0.02,2004
285, The Incredibles     ,Heavy Iron Studios  ,GC,Action,0.84,0.65,0.17,0.01,0.02,2004
286, Lego Batman 3: Beyond Gotham     ,Traveller's Tales  ,PS3,Action,0.84,0.34,0.36,0.01,0.14,2014
287, ZombiU    Read the review ,Ubisoft Montpellier  ,WiiU,Action,0.84,0.35,0.37,0.05,0.07,2012
288, Ben 10: Protector of Earth     ,High Voltage Software  ,PS2,Action,0.84,0.09,0.00,0.01,0.74,2007
289, Dynasty Warriors 2     ,Omega Force  ,PS2,Action,0.83,0.24,0.19,0.34,0.06,2000
290, Metal Gear Solid V: The Phantom Pain     ,Kojima Productions  ,XOne,Action,0.83,0.49,0.25,0.02,0.07,2015
291, Lizzie McGuire 2: Lizzie Diaries     ,Artificial Mind and Movement  ,GBA,Action,0.83,0.60,0.22,0.01,0.01,2004
292, Twisted Metal (2012)     ,Eat Sleep Play  ,PS3,Action,0.83,0.67,0.07,0.01,0.09,2012
293, Custer's Revenge     ,Mystique  ,2600,Action,0.82,0.76,0.05,0.01,0.01,1982
294, DmC Devil May Cry    Read the review ,Ninja Theory  ,PS3,Action,0.81,0.24,0.29,0.19,0.10,2013
295, Dragon Quest Heroes: The World's Tree Woe and the Blight Below     ,Square Enix  ,PS4,Action,0.81,0.21,0.14,0.39,0.07,2015
296, LEGO Dimensions     ,Traveller's Tales  ,PS3,Action,0.81,0.26,0.41,0.01,0.13,2015
297, Disney's The Little Mermaid: Ariel's Undersea Adventure     ,Gorilla Systems  ,DS,Action,0.81,0.72,0.03,0.01,0.06,2006
298, Ben 10: Alien Force     ,Monkey Bar Games  ,Wii,Action,0.80,0.52,0.21,0.01,0.07,2008
299, Star Wars The Clone Wars: Republic Heroes     ,Krome Studios  ,Wii,Action,0.80,0.43,0.30,0.01,0.07,2009
300, Alien     ,20th Century Fox Video Games  ,2600,Action,0.79,0.74,0.04,0.01,0.01,1982
301, Assassin's Creed The Ezio Collection     ,Ubisoft  ,PS4,Action,0.79,0.14,0.52,0.02,0.12,2016
302, Prototype 2     ,Radical Entertainment  ,X360,Action,0.79,0.48,0.24,0.01,0.06,2012
303, MadWorld    Read the review ,PlatinumGames  ,Wii,Action,0.78,0.45,0.24,0.02,0.07,2009
304, LEGO Jurassic World     ,Traveller's Tales  ,XOne,Action,0.78,0.44,0.27,0.01,0.07,2015
305, Star Wars: The Force Unleashed II    Read the review ,LucasArts  ,Wii,Action,0.78,0.53,0.19,0.01,0.06,2010
306, Tom Clancy's Splinter Cell: Double Agent     ,Ubisoft Shanghai  ,X360,Action,0.78,0.67,0.04,0.01,0.06,2006
307, Star Wars The Clone Wars: Jedi Alliance     ,Krome Studios  ,DS,Action,0.78,0.61,0.11,0.01,0.06,2008
308, Hitman     ,IO Interactive  ,PS4,Action,0.78,0.24,0.36,0.06,0.11,2017
309, Prototype 2     ,Radical Entertainment  ,PS3,Action,0.77,0.38,0.28,0.01,0.11,2012
310, Air Raid     ,Men-A-Vision  ,2600,Action,0.77,0.72,0.04,0.01,0.01,1982
311, James Cameron's Avatar: The Game     ,Ubisoft Montreal  ,X360,Action,0.77,0.34,0.35,0.01,0.08,2009
312, Crystal Castles     ,Atari  ,2600,Action,0.77,0.72,0.04,0.01,0.01,1984
313, Fortnite     ,Epic Games  ,XOne,Action,0.77,0.60,0.09,0.01,0.08,2017
314, Star Wars Episode II: Attack of the Clones     ,David A. Palmer Productions  ,GBA,Action,0.77,0.55,0.20,0.01,0.01,2002
315, Twisted Metal: Head On     ,Incognito Inc.  ,PSP,Action,0.77,0.71,0.00,0.01,0.06,2005
316, Lego Marvel Super Heroes     ,Traveller's Tales  ,WiiU,Action,0.76,0.31,0.36,0.03,0.06,2013
317, Resident Evil: Revelations     ,Capcom  ,PS3,Action,0.76,0.14,0.32,0.22,0.09,2013
318, Mercenaries: Playground of Destruction     ,Pandemic Studios  ,PS2,Action,0.76,0.64,0.02,0.01,0.10,2005
319, Toy Story 3: The Video Game     ,Avalanche Software  ,X360,Action,0.76,0.41,0.27,0.01,0.07,2010
320, Assassin's Creed: Revelations     ,Ubisoft Montreal  ,PC,Action,0.76,0.16,0.49,0.01,0.11,2011
321, Harry Potter and the Half-Blood Prince     ,Bright Light Productions  ,Wii,Action,0.76,0.28,0.40,0.01,0.08,2009
322, True Crime: New York City     ,Luxoflux  ,PS2,Action,0.76,0.57,0.02,0.07,0.09,2005
323, Quantum Break     ,Remedy Entertainment  ,XOne,Action,0.76,0.42,0.25,0.02,0.07,2016
324, Genji: Days of the Blade     ,Game Republic  ,PS3,Action,0.75,0.18,0.38,0.06,0.14,2006
325, Shark Tale     ,Edge of Reality  ,PS2,Action,0.75,0.37,0.29,0.01,0.10,2004
326, The Lord of the Rings: Conquest     ,Pandemic Studios  ,PS3,Action,0.75,0.38,0.26,0.01,0.11,2009
